energy,tempo,musica_dancante,genero,loudness,liveness,valence,artista,time_signature,speechiness,popularidade,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,musica,track_album_release_date,instrumentalness,track_album_id,mode,key,duracao_ms,acousticness,id,playlist_subgenre,type,playlist_id,duracao_minutos
0.89,133.52,0.502,rock,-5.175,0.217,0.259,AC/DC,4,0.0364,83,https://api.spotify.com/v1/tracks/57bgtoPSgt236HzfBOd8kj,spotify:track:57bgtoPSgt236HzfBOd8kj,The Razors Edge,Rock Classics,https://api.spotify.com/v1/audio-analysis/57bgtoPSgt236HzfBOd8kj,57bgtoPSgt236HzfBOd8kj,Thunderstruck,1990-09-24,0.0117,4vu7F6h90Br1ZtYYaqfITy,1,4,292880,0.000147,57bgtoPSgt236HzfBOd8kj,classic,audio_features,37i9dQZF1DWXRqgorJj26U,4.88
0.446,123.596,0.743,rock,-7.807,0.337,0.278,The White Stripes,4,0.0683,82,https://api.spotify.com/v1/tracks/3dPQuX8Gs42Y7b454ybpMR,spotify:track:3dPQuX8Gs42Y7b454ybpMR,Elephant,Rock Classics,https://api.spotify.com/v1/audio-analysis/3dPQuX8Gs42Y7b454ybpMR,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,2003-04-01,0.118,6D9urpsOWWKtYvF6PaorGE,0,4,232107,0.0039,3dPQuX8Gs42Y7b454ybpMR,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.87
0.43,91.844,0.515,rock,-9.935,0.129,0.104,Radiohead,4,0.0372,86,https://api.spotify.com/v1/tracks/70LcF31zb1H0PyJoS1Sx1r,spotify:track:70LcF31zb1H0PyJoS1Sx1r,Pablo Honey,Rock Classics,https://api.spotify.com/v1/audio-analysis/70LcF31zb1H0PyJoS1Sx1r,70LcF31zb1H0PyJoS1Sx1r,Creep,1993-02-22,0.000133,3gBVdu4a1MMJVMy6vwPEb8,1,7,238640,0.0097,70LcF31zb1H0PyJoS1Sx1r,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.98
0.767,96.483,0.592,rock,-2.788,0.127,0.328,Red Hot Chili Peppers,4,0.027,81,https://api.spotify.com/v1/tracks/48UPSzbZjgc449aqz8bxox,spotify:track:48UPSzbZjgc449aqz8bxox,Californication (Deluxe Edition),Rock Classics,https://api.spotify.com/v1/audio-analysis/48UPSzbZjgc449aqz8bxox,48UPSzbZjgc449aqz8bxox,Californication,1999-06-08,0.00165,2Y9IRtehByVkegoD7TcLfi,0,9,329733,0.0021,48UPSzbZjgc449aqz8bxox,classic,audio_features,37i9dQZF1DWXRqgorJj26U,5.5
0.952,125.304,0.445,rock,-5.321,0.112,0.624,Guns N' Roses,4,0.0522,84,https://api.spotify.com/v1/tracks/7snQQk1zcKl8gZ92AnueZW,spotify:track:7snQQk1zcKl8gZ92AnueZW,Appetite For Destruction,Rock Classics,https://api.spotify.com/v1/audio-analysis/7snQQk1zcKl8gZ92AnueZW,7snQQk1zcKl8gZ92AnueZW,Sweet Child O' Mine,1987-07-21,0.0843,28yHV3Gdg30AiB8h8em1eW,1,6,356067,0.09,7snQQk1zcKl8gZ92AnueZW,classic,audio_features,37i9dQZF1DWXRqgorJj26U,5.93
0.795,158.691,0.464,rock,-9.267,0.399,0.612,The Rolling Stones,4,0.0926,81,https://api.spotify.com/v1/tracks/63T7DJ1AFDD6Bn8VzG6JE8,spotify:track:63T7DJ1AFDD6Bn8VzG6JE8,Aftermath,Rock Classics,https://api.spotify.com/v1/audio-analysis/63T7DJ1AFDD6Bn8VzG6JE8,63T7DJ1AFDD6Bn8VzG6JE8,"Paint It, Black",1966-04-15,0.00244,72qrnM4yUNMDDlWiqKc8iY,1,1,202267,0.0493,63T7DJ1AFDD6Bn8VzG6JE8,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.37
0.492,120.151,0.828,rock,-9.744,0.128,0.789,Fleetwood Mac,4,0.0276,84,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,spotify:track:0ofHAoxe9vBkTCp2UQIavz,Rumours (Super Deluxe),Rock Classics,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,1977-02-04,0.00428,0BwWUstDMUbgq2NYONRqlu,1,0,257800,0.0644,0ofHAoxe9vBkTCp2UQIavz,classic,audio_features,37i9dQZF1DWXRqgorJj26U,4.3
0.881,158.066,0.413,rock,-5.541,0.0805,0.364,Foo Fighters,4,0.0367,81,https://api.spotify.com/v1/tracks/5UWwZ5lm5PKu6eKsHAGxOk,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk,The Colour And The Shape,Rock Classics,https://api.spotify.com/v1/audio-analysis/5UWwZ5lm5PKu6eKsHAGxOk,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,1997-05-20,0.000308,30ly6F6Xl0TKmyBCU50Khv,0,11,250547,5.99e-05,5UWwZ5lm5PKu6eKsHAGxOk,classic,audio_features,37i9dQZF1DWXRqgorJj26U,4.18
0.943,85.064,0.442,rock,-3.205,0.091,0.781,Green Day,4,0.0602,80,https://api.spotify.com/v1/tracks/6L89mwZXSOwYl76YXfX13s,spotify:track:6L89mwZXSOwYl76YXfX13s,Dookie,Rock Classics,https://api.spotify.com/v1/audio-analysis/6L89mwZXSOwYl76YXfX13s,6L89mwZXSOwYl76YXfX13s,Basket Case,1994-02-01,8.71e-06,4uG8q3GPuWHQlRbswMIRS6,1,3,181533,0.00293,6L89mwZXSOwYl76YXfX13s,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.03
0.345,84.581,0.559,rock,-13.496,0.141,0.458,Red Hot Chili Peppers,4,0.0459,82,https://api.spotify.com/v1/tracks/3d9DChrdc6BOeFsbrZ3Is0,spotify:track:3d9DChrdc6BOeFsbrZ3Is0,Blood Sugar Sex Magik (Deluxe Edition),Rock Classics,https://api.spotify.com/v1/audio-analysis/3d9DChrdc6BOeFsbrZ3Is0,3d9DChrdc6BOeFsbrZ3Is0,Under the Bridge,1991-09-24,0.000105,30Perjew8HyGkdSmqguYyg,1,4,264307,0.0576,3d9DChrdc6BOeFsbrZ3Is0,classic,audio_features,37i9dQZF1DWXRqgorJj26U,4.41
0.767,127.361,0.532,rock,-5.509,0.39,0.755,AC/DC,4,0.0574,81,https://api.spotify.com/v1/tracks/2SiXAy7TuUkycRVbbWDEpo,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Back In Black,Rock Classics,https://api.spotify.com/v1/audio-analysis/2SiXAy7TuUkycRVbbWDEpo,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,1980-07-25,0.000513,6mUdeDZCsExyJLMdAfDuwh,1,7,210173,0.00287,2SiXAy7TuUkycRVbbWDEpo,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.5
0.697,116.109,0.741,rock,-7.028,0.133,0.774,Creedence Clearwater Revival,4,0.0277,84,https://api.spotify.com/v1/tracks/2LawezPeJhN4AWuSB0GtAU,spotify:track:2LawezPeJhN4AWuSB0GtAU,Pendulum (Expanded Edition),Rock Classics,https://api.spotify.com/v1/audio-analysis/2LawezPeJhN4AWuSB0GtAU,2LawezPeJhN4AWuSB0GtAU,Have You Ever Seen The Rain,1970-12-07,2.28e-05,372cMadhAGlNuDnc8TssqF,1,0,160133,0.0664,2LawezPeJhN4AWuSB0GtAU,classic,audio_features,37i9dQZF1DWXRqgorJj26U,2.67
0.836,113.375,0.743,rock,-6.465,0.384,0.82,The Clash,4,0.116,80,https://api.spotify.com/v1/tracks/39shmbIHICJ2Wxnk1fPSdz,spotify:track:39shmbIHICJ2Wxnk1fPSdz,Combat Rock (Remastered),Rock Classics,https://api.spotify.com/v1/audio-analysis/39shmbIHICJ2Wxnk1fPSdz,39shmbIHICJ2Wxnk1fPSdz,Should I Stay or Should I Go - Remastered,1982,0.0,1ZH5g1RDq3GY1OvyD0w0s2,1,2,188987,0.0804,39shmbIHICJ2Wxnk1fPSdz,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.15
0.7,188.386,0.31,rock,-5.678,0.0828,0.763,AC/DC,4,0.047,83,https://api.spotify.com/v1/tracks/08mG3Y1vljYA6bvDt4Wqkj,spotify:track:08mG3Y1vljYA6bvDt4Wqkj,Back In Black,Rock Classics,https://api.spotify.com/v1/audio-analysis/08mG3Y1vljYA6bvDt4Wqkj,08mG3Y1vljYA6bvDt4Wqkj,Back In Black,1980-07-25,0.00965,6mUdeDZCsExyJLMdAfDuwh,1,9,255493,0.011,08mG3Y1vljYA6bvDt4Wqkj,classic,audio_features,37i9dQZF1DWXRqgorJj26U,4.26
0.373,92.718,0.671,rock,-18.064,0.0481,0.732,TOTO,4,0.0323,83,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,spotify:track:2374M0fQpWi3dLnB54qaLX,Toto IV,Rock Classics,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,2374M0fQpWi3dLnB54qaLX,Africa,1982-04-08,8.01e-05,62U7xIHcID94o20Of5ea4D,1,9,295893,0.257,2374M0fQpWi3dLnB54qaLX,classic,audio_features,37i9dQZF1DWXRqgorJj26U,4.93
0.913,115.728,0.574,rock,-4.793,0.156,0.423,AC/DC,4,0.133,84,https://api.spotify.com/v1/tracks/2zYzyRzz6pRmhPzyfMEC8s,spotify:track:2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,Rock Classics,https://api.spotify.com/v1/audio-analysis/2zYzyRzz6pRmhPzyfMEC8s,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,1979-07-27,0.00158,10v912xgTZbjAtYfyKWJCS,0,6,208400,0.061,2zYzyRzz6pRmhPzyfMEC8s,classic,audio_features,37i9dQZF1DWXRqgorJj26U,3.47
0.812,80.09,0.505,hip-hop,-3.986,0.444,0.664,"Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",4,0.461,88,https://api.spotify.com/v1/tracks/3tFed7YsjGnIfxeLEQwx3R,spotify:track:3tFed7YsjGnIfxeLEQwx3R,CHROMAKOPIA,RapCaviar,https://api.spotify.com/v1/audio-analysis/3tFed7YsjGnIfxeLEQwx3R,3tFed7YsjGnIfxeLEQwx3R,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)",2024-10-28,0.0,0U28P0QVB1QRxpqp5IHOlH,1,1,255916,0.285,3tFed7YsjGnIfxeLEQwx3R,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,4.27
0.722,119.973,0.769,hip-hop,-5.485,0.111,0.57,"The Weeknd, Playboi Carti",4,0.0507,92,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,RapCaviar,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2.56e-06,2IRxVVqbSbqHJo8Zx50LYn,0,11,256000,0.0584,1Es7AUAhQvapIcoh3qMKDL,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,4.27
0.628,119.98,0.757,hip-hop,-6.715,0.221,0.321,Don Toliver,4,0.101,85,https://api.spotify.com/v1/tracks/2c7z5oRcPBbqRaBY2mLWcf,spotify:track:2c7z5oRcPBbqRaBY2mLWcf,HARDSTONE PSYCHO,RapCaviar,https://api.spotify.com/v1/audio-analysis/2c7z5oRcPBbqRaBY2mLWcf,2c7z5oRcPBbqRaBY2mLWcf,NEW DROP,2024-06-14,0.0209,0Kzb3u6kMnOJOZXYFSk33F,0,4,217333,0.189,2c7z5oRcPBbqRaBY2mLWcf,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,3.62
0.663,143.082,0.76,hip-hop,-4.763,0.305,0.209,Playboi Carti,4,0.0551,81,https://api.spotify.com/v1/tracks/2cZOYofOX4d6g0OXxkaIjA,spotify:track:2cZOYofOX4d6g0OXxkaIjA,ALL RED,RapCaviar,https://api.spotify.com/v1/audio-analysis/2cZOYofOX4d6g0OXxkaIjA,2cZOYofOX4d6g0OXxkaIjA,ALL RED,2024-09-13,0.0,3cdcIcidzGHVQW5e9qQgtx,0,9,148053,0.109,2cZOYofOX4d6g0OXxkaIjA,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,2.47
0.552,144.941,0.64,hip-hop,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,0.129,84,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,RapCaviar,https://api.spotify.com/v1/audio-analysis/28drn6tQo95MRvO0jQEo5C,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0.0,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,3.8
0.472,101.061,0.898,hip-hop,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,RapCaviar,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,6AI3ezQ4o3HUoP6Dhudph3,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,4.57
0.859,129.77,0.77,hip-hop,-3.382,0.673,0.64,"Tyler, The Creator, ScHoolboy Q, Santigold",4,0.275,85,https://api.spotify.com/v1/tracks/2aYHxnMF2umAavtgBvmkY1,spotify:track:2aYHxnMF2umAavtgBvmkY1,CHROMAKOPIA,RapCaviar,https://api.spotify.com/v1/audio-analysis/2aYHxnMF2umAavtgBvmkY1,2aYHxnMF2umAavtgBvmkY1,Thought I Was Dead (feat. ScHoolboy Q & Santigold),2024-10-28,0.0,0U28P0QVB1QRxpqp5IHOlH,0,10,207273,0.362,2aYHxnMF2umAavtgBvmkY1,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,3.45
0.878,82.557,0.661,hip-hop,-4.099,0.381,0.514,"Tyler, The Creator",4,0.31,87,https://api.spotify.com/v1/tracks/5RePVWy39tLpHH0WwXgBsK,spotify:track:5RePVWy39tLpHH0WwXgBsK,CHROMAKOPIA,RapCaviar,https://api.spotify.com/v1/audio-analysis/5RePVWy39tLpHH0WwXgBsK,5RePVWy39tLpHH0WwXgBsK,Rah Tah Tah,2024-10-28,0.0,0U28P0QVB1QRxpqp5IHOlH,1,1,165413,0.00289,5RePVWy39tLpHH0WwXgBsK,modern,audio_features,37i9dQZF1DX0XUsuxWHRQd,2.76
0.472,101.061,0.898,hip-hop,-7.001,0.141,0.214,Kendrick Lamar,4,0.0776,88,https://api.spotify.com/v1/tracks/6AI3ezQ4o3HUoP6Dhudph3,spotify:track:6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Gangster Rap,https://api.spotify.com/v1/audio-analysis/6AI3ezQ4o3HUoP6Dhudph3,6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,2024-05-04,0.0,5JjnoGJyOxfSZUZtk2rRwZ,1,1,274192,0.0107,6AI3ezQ4o3HUoP6Dhudph3,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4,4.57
0.764,140.113,0.882,hip-hop,-5.241,0.119,0.886,"Central Cee, Lil Baby",4,0.204,81,https://api.spotify.com/v1/tracks/7iabz12vAuVQYyekFIWJxD,spotify:track:7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),Gangster Rap,https://api.spotify.com/v1/audio-analysis/7iabz12vAuVQYyekFIWJxD,7iabz12vAuVQYyekFIWJxD,BAND4BAND (feat. Lil Baby),2024-05-23,0.0,4AzPr5SUpNF553eC1d3aRy,1,11,140733,0.359,7iabz12vAuVQYyekFIWJxD,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4,2.35
0.552,144.941,0.64,hip-hop,-5.679,0.119,0.112,"Future, Metro Boomin, Travis Scott, Playboi Carti",4,0.129,84,https://api.spotify.com/v1/tracks/28drn6tQo95MRvO0jQEo5C,spotify:track:28drn6tQo95MRvO0jQEo5C,WE DON'T TRUST YOU,Gangster Rap,https://api.spotify.com/v1/audio-analysis/28drn6tQo95MRvO0jQEo5C,28drn6tQo95MRvO0jQEo5C,Type Shit,2024-03-22,0.0,4iqbFIdGOTzXeDtt9owjQn,1,2,228267,0.0215,28drn6tQo95MRvO0jQEo5C,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4,3.8
0.673,165.921,0.529,hip-hop,-4.711,0.093,0.366,"Drake, 21 Savage",4,0.175,80,https://api.spotify.com/v1/tracks/3F5CgOj3wFlRv51JsHbxhe,spotify:track:3F5CgOj3wFlRv51JsHbxhe,"Honestly, Nevermind",Gangster Rap,https://api.spotify.com/v1/audio-analysis/3F5CgOj3wFlRv51JsHbxhe,3F5CgOj3wFlRv51JsHbxhe,Jimmy Cooks (feat. 21 Savage),2022-06-17,2.41e-06,3cf4iSSKd8ffTncbtKljXw,1,0,218365,0.000307,3F5CgOj3wFlRv51JsHbxhe,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4,3.64
0.733,130.029,0.847,hip-hop,-6.439,0.151,0.202,"21 Savage, Metro Boomin",4,0.16,80,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,spotify:track:6pcywuOeGGWeOQzdUyti6k,SAVAGE MODE II,Gangster Rap,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,6pcywuOeGGWeOQzdUyti6k,Glock In My Lap,2020-10-02,1.04e-05,6wTyGUWGCilBFZ837k5aRi,0,10,193591,0.00574,6pcywuOeGGWeOQzdUyti6k,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4,3.23
0.434,150.062,0.833,hip-hop,-8.795,0.165,0.281,Future,4,0.431,81,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,FUTURE,Gangster Rap,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,0VgkVdmE4gld66l8iyGjgx,Mask Off,2017-06-30,0.0219,17FBoXK1NU2rvJBbzdzw0r,1,2,204600,0.0102,0VgkVdmE4gld66l8iyGjgx,gangster,audio_features,6mODZNt8CYYEBrWAyS5vs4,3.41
0.434,150.062,0.833,hip-hop,-8.795,0.165,0.281,Future,4,0.431,81,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,FUTURE,Trap,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,0VgkVdmE4gld66l8iyGjgx,Mask Off,2017-06-30,0.0219,17FBoXK1NU2rvJBbzdzw0r,1,2,204600,0.0102,0VgkVdmE4gld66l8iyGjgx,trap,audio_features,37i9dQZF1EIhshGKK0SEkb,3.41
0.676,162.012,0.814,hip-hop,-4.67,0.119,0.312,"Future, Metro Boomin, Kendrick Lamar",4,0.231,83,https://api.spotify.com/v1/tracks/2tudvzsrR56uom6smgOcSf,spotify:track:2tudvzsrR56uom6smgOcSf,WE DON'T TRUST YOU,Trap,https://api.spotify.com/v1/audio-analysis/2tudvzsrR56uom6smgOcSf,2tudvzsrR56uom6smgOcSf,Like That,2024-03-22,1.28e-05,4iqbFIdGOTzXeDtt9owjQn,0,11,267707,0.00709,2tudvzsrR56uom6smgOcSf,trap,audio_features,37i9dQZF1EIhshGKK0SEkb,4.46
0.486,110.964,0.784,hip-hop,-6.497,0.101,0.0894,Future,4,0.0475,80,https://api.spotify.com/v1/tracks/4lH6nENd1y81jp7Yt9lTBX,spotify:track:4lH6nENd1y81jp7Yt9lTBX,HNDRXX,Trap,https://api.spotify.com/v1/audio-analysis/4lH6nENd1y81jp7Yt9lTBX,4lH6nENd1y81jp7Yt9lTBX,Solo,2017-07-27,0.497,7K6OykPbezfgKgBufihn6X,0,5,265996,0.0538,4lH6nENd1y81jp7Yt9lTBX,trap,audio_features,37i9dQZF1EIhshGKK0SEkb,4.43
0.73,155.008,0.834,hip-hop,-3.714,0.124,0.446,Travis Scott,4,0.222,81,https://api.spotify.com/v1/tracks/2xLMifQCjDGFmkHkpNLD9h,spotify:track:2xLMifQCjDGFmkHkpNLD9h,ASTROWORLD,Trap,https://api.spotify.com/v1/audio-analysis/2xLMifQCjDGFmkHkpNLD9h,2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,2018-08-03,0.0,41GuZcammIkupMPKH2OJ6I,1,8,312820,0.00513,2xLMifQCjDGFmkHkpNLD9h,trap,audio_features,37i9dQZF1EIhshGKK0SEkb,5.21
0.668,87.973,0.573,hip-hop,-4.356,0.109,0.145,"Metro Boomin, Future, Don Toliver",4,0.0467,82,https://api.spotify.com/v1/tracks/2Hh3ETdQKrmSI3QS0hme7g,spotify:track:2Hh3ETdQKrmSI3QS0hme7g,HEROES & VILLAINS,Trap,https://api.spotify.com/v1/audio-analysis/2Hh3ETdQKrmSI3QS0hme7g,2Hh3ETdQKrmSI3QS0hme7g,Too Many Nights (feat. Don Toliver & with Future),2022-12-02,4.01e-05,7txGsnDSqVMoRl6RQ9XyZP,0,7,199920,0.189,2Hh3ETdQKrmSI3QS0hme7g,trap,audio_features,37i9dQZF1EIhshGKK0SEkb,3.33
0.651,112.648,0.694,latin,-6.968,0.0787,0.471,"Oscar Maydon, Fuerza Regida",3,0.0784,93,https://api.spotify.com/v1/tracks/1cOboCuWYI2osTOfolMRS6,spotify:track:1cOboCuWYI2osTOfolMRS6,Tu Boda,Viva Latino,https://api.spotify.com/v1/audio-analysis/1cOboCuWYI2osTOfolMRS6,1cOboCuWYI2osTOfolMRS6,Tu Boda,2024-09-26,1.36e-05,60cQzWfmdg4hyDXrpW6kOA,1,6,225881,0.496,1cOboCuWYI2osTOfolMRS6,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,3.76
0.581,99.973,0.805,latin,-5.091,0.0933,0.528,"Cris Mj, FloyyMenor, LOUKI",4,0.0601,86,https://api.spotify.com/v1/tracks/6PhRhocBXP4y7NpciGmzra,spotify:track:6PhRhocBXP4y7NpciGmzra,MJ,Viva Latino,https://api.spotify.com/v1/audio-analysis/6PhRhocBXP4y7NpciGmzra,6PhRhocBXP4y7NpciGmzra,Después De La 1,2024-09-12,0.0202,2lIzIH2mQQ0ItgkJKefQMp,0,6,177600,0.0303,6PhRhocBXP4y7NpciGmzra,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.96
0.563,105.008,0.833,latin,-5.593,0.139,0.343,"Rauw Alejandro, Bad Bunny",4,0.204,82,https://api.spotify.com/v1/tracks/0l0vcZMU7AOeQmUIREoI2U,spotify:track:0l0vcZMU7AOeQmUIREoI2U,Cosa Nuestra,Viva Latino,https://api.spotify.com/v1/audio-analysis/0l0vcZMU7AOeQmUIREoI2U,0l0vcZMU7AOeQmUIREoI2U,Qué Pasaría...,2024-11-15,1.27e-05,0aX0UXrHG2ceYIxTQcqJdA,0,4,182857,0.528,0l0vcZMU7AOeQmUIREoI2U,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,3.05
0.482,100.029,0.69,latin,-6.335,0.0728,0.356,Fuerza Regida,4,0.2,88,https://api.spotify.com/v1/tracks/5AH31dDNgxCMGDdxubNNn4,spotify:track:5AH31dDNgxCMGDdxubNNn4,PERO NO TE ENAMORES,Viva Latino,https://api.spotify.com/v1/audio-analysis/5AH31dDNgxCMGDdxubNNn4,5AH31dDNgxCMGDdxubNNn4,NEL,2024-07-25,0.0004,3iRQdNKyI5Pf78jWYI1tFv,0,7,149074,0.523,5AH31dDNgxCMGDdxubNNn4,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.48
0.668,128.027,0.924,latin,-6.795,0.0678,0.787,KAROL G,4,0.0469,93,https://api.spotify.com/v1/tracks/6WatFBLVB0x077xWeoVc2k,spotify:track:6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,Viva Latino,https://api.spotify.com/v1/audio-analysis/6WatFBLVB0x077xWeoVc2k,6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,2024-06-21,0.000594,5ylbxH7EqpsmHZCRuiYewS,1,11,195824,0.446,6WatFBLVB0x077xWeoVc2k,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,3.26
0.712,91.98,0.848,latin,-3.574,0.106,0.692,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",4,0.0981,84,https://api.spotify.com/v1/tracks/3mg9jYNC1NihbthlglzrWP,spotify:track:3mg9jYNC1NihbthlglzrWP,+57,Viva Latino,https://api.spotify.com/v1/audio-analysis/3mg9jYNC1NihbthlglzrWP,3mg9jYNC1NihbthlglzrWP,+57,2024-11-08,0.0,5TT8KluomuelzsNF7T1U37,0,1,298131,0.221,3mg9jYNC1NihbthlglzrWP,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,4.97
0.724,101.097,0.556,latin,-3.165,0.217,0.681,"Duki, Myke Towers",3,0.119,82,https://api.spotify.com/v1/tracks/03IpZ9yqJlo3EIgDQUgBSF,spotify:track:03IpZ9yqJlo3EIgDQUgBSF,AMERI,Viva Latino,https://api.spotify.com/v1/audio-analysis/03IpZ9yqJlo3EIgDQUgBSF,03IpZ9yqJlo3EIgDQUgBSF,Nueva Era,2024-10-31,0.0,3rVk419T7ct4qoW52h2q2d,1,0,246889,0.267,03IpZ9yqJlo3EIgDQUgBSF,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,4.11
0.442,100.021,0.776,latin,-8.99,0.0723,0.838,FloyyMenor,4,0.0575,81,https://api.spotify.com/v1/tracks/5PCGEfALcpGtURIuTqvX0R,spotify:track:5PCGEfALcpGtURIuTqvX0R,PELIGROSA,Viva Latino,https://api.spotify.com/v1/audio-analysis/5PCGEfALcpGtURIuTqvX0R,5PCGEfALcpGtURIuTqvX0R,PELIGROSA,2024-07-12,1.31e-05,6KiPy0AFWwVK4pTIstFbLz,0,6,136944,0.319,5PCGEfALcpGtURIuTqvX0R,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,2.28
0.681,155.079,0.56,latin,-6.304,0.106,0.388,"Omar Courtz, De La Rose",4,0.244,89,https://api.spotify.com/v1/tracks/0Sr7ssScx54yxdM2ols7nW,spotify:track:0Sr7ssScx54yxdM2ols7nW,PRIMERA MUSA,Viva Latino,https://api.spotify.com/v1/audio-analysis/0Sr7ssScx54yxdM2ols7nW,0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,2024-09-20,0.0,3C5uwdRE5QRoXSGPPxpDd4,0,6,223320,0.103,0Sr7ssScx54yxdM2ols7nW,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,3.72
0.536,97.541,0.716,latin,-7.798,0.208,0.359,Junior H,3,0.0328,84,https://api.spotify.com/v1/tracks/4ZOkfHC38nxSeSqzGE5HFr,spotify:track:4ZOkfHC38nxSeSqzGE5HFr,$AD BOYZ 4 LIFE II,Viva Latino,https://api.spotify.com/v1/audio-analysis/4ZOkfHC38nxSeSqzGE5HFr,4ZOkfHC38nxSeSqzGE5HFr,PIÉNSALO,2023-10-05,0.0,7Lv6VzSqIz1sAssK2JUskG,0,2,240669,0.452,4ZOkfHC38nxSeSqzGE5HFr,modern,audio_features,37i9dQZF1DX10zKzsJ2jva,4.01
